imu_az_mean,imu_az_std,imu_az_slope,altitude_mean,altitude_std,altitude_slope,throttle_mean,throttle_std,throttle_slope
12.554473329999999,0.7346308942733603,0.2196689599999999,396.70048828135,0.7734623744480976,0.20600585939999974,1235.6,17.633301827319045,-11.2
12.545647344999999,0.7380592767471718,-0.017651970000000006,396.7064895631,0.7628852872207986,0.012002563499993357,1233.6,14.99036727739219,-4.0
12.418160895,0.6726763054582297,-0.25497289999999995,396.6154891969,0.9437082587306552,-0.18200073240000164,1235.2,18.5520289396545,3.2
12.4421871875,0.7098756675837211,0.04805258500000029,396.39898834245,1.231223698103574,-0.433001708900008,1237.6,20.150544519800107,4.8
12.6177262225,1.0340812889270636,0.35107807000000013,396.05698699975,1.4954590525525868,-0.684002685400003,1240.8,18.066543665018052,6.4
12.7471740025,1.0385048653737428,0.25889555999999986,395.71848754909996,1.5462182827596906,-0.6769989012999986,1241.2,17.793881595150243,0.8
12.830530527499999,0.911236189423133,0.1667130499999999,395.3834899905,1.411828085415247,-0.6699951171999942,1238.8,18.95491727465177,-4.8
12.5132854,1.5366168363740489,-0.634490255,395.18449249289995,1.2210244575835245,-0.397994995199997,1240.8,20.11522364335596,4.0
11.795438619999999,2.5520645532678374,-1.4356935599999998,395.1214950563,1.1254467703012345,-0.1259948731999998,1247.2,27.31218694201479,12.8
11.2555825375,2.8812469250240533,-1.0797121649999997,395.06249542245,1.045548547575514,-0.11799926769999729,1259.6,40.549558156244785,24.8
10.893717152499999,2.9579565623104203,-0.7237307699999999,395.00749359135,0.9828815411446513,-0.11000366219999477,1278.0,55.52977179455697,36.8
10.499980155,3.0190055137532763,-0.7874739950000003,394.9504928589,0.9665723278896323,-0.11400146489999088,1294.0,66.59329295557242,32.0
10.074371545,3.057167279366862,-0.8512172200000002,394.8914932251,1.002265928951028,-0.11799926759999835,1307.6,75.76454755798846,27.2
9.8140049875,2.834482130056984,-0.5207331150000002,394.8069946289,1.104476341288567,-0.1689971923999906,1320.4,77.61901256207236,25.6
9.7188804825,2.656827486650203,-0.19024901000000013,394.6969970703,1.2818884664642085,-0.21999511719999418,1332.4,73.67073895229922,24.0
9.6620019125,2.575006954687403,-0.11375713999999988,394.5349975586,1.4697612568275649,-0.3239990233999947,1346.0,65.13575566972958,27.2
9.6433692775,2.557903871479712,-0.037265269999999975,394.32099609380003,1.6363393200202976,-0.42800292960000663,1361.2,47.927723362024075,30.4
10.033183615,2.7259525638493014,0.779628675,393.97799530040004,1.735684657373266,-0.6860015867999891,1369.2,33.7335968369161,16.0
10.831444925,2.5655184793313266,1.5965226199999998,393.5059951784,1.6303587887036257,-0.9440002439999944,1370.0,31.958306171218982,1.6
11.3438423875,2.2861664809550954,1.0247949249999997,393.10649566669997,1.390474795984208,-0.7989990234000061,1368.8,33.08171700501713,-2.4
11.5703760025,2.1007097309138274,0.45306722999999993,392.7794967653,1.0224669207539927,-0.6539978028000064,1365.6,31.67613893418542,-6.4
11.673345827499999,1.9424788083562798,0.2059396500000002,392.58049774185,0.6955711846215841,-0.39799804689999974,1363.6,29.54168429712753,-4.0
11.6527518625,1.9873375774014899,-0.041187929999999894,392.50949859635,0.5441190970771628,-0.14199829099999306,1362.8,28.161439357154794,-1.6
